32768,65536,98304,131072,163840,
0.318077,0.317291,0.324491,0.318124,0.316365,
1.26912,1.27114,1.26916,1.27189,1.27071,
2.88282,2.86403,2.85866,2.85876,2.86913,
5.0791,5.09451,5.08326,5.08452,5.07943,
7.95215,7.95642,7.96253,7.95776,7.97214,
