32768,65536,98304,131072,163840,
0.027905,0.0254733,0.0255159,0.0257321,0.0255898,
0.0540022,0.0539548,0.0533724,0.0541234,0.0543957,
0.0820576,0.0822919,0.0827262,0.0830304,0.0823638,
0.112625,0.112254,0.111472,0.111138,0.111452,
0.149929,0.150583,0.161924,0.151375,0.151295,
