32768,65536,98304,131072,163840,
12.201,11.8995,11.9128,11.9208,11.8763,
47.5622,48.3637,49.2799,49.3729,49.1734,
110.713,110.736,110.812,110.982,115.891,
196.42,194.61,194.256,198.98,205.984,
319.368,316.708,324.571,315.777,311.527,
